Match _date,Format,Year,Opposition,Ground,Position,Inns,Runs,Mins,BF,Fours,Sixes,Sr,Dismissal,Not Out
02-02-2020,T20I,2020, New Zealand,Mount Maunganui,3,1,60,0,41,3,3,146.34,retired notout,Yes
07-01-2021,Test,2021, Australia,Sydney,1,2,26,110,77,3,1,33.76,caught,No
07-01-2021,Test,2021, Australia,Sydney,1,4,52,137,98,5,1,53.06,caught,No
15-01-2021,Test,2021, Australia,Brisbane,1,2,44,90,74,6,0,59.45,caught,No
15-01-2021,Test,2021, Australia,Brisbane,1,4,7,34,21,1,0,33.33,caught,No
05-02-2021,Test,2021, England,Chennai,1,2,6,15,9,1,0,66.66,caught,No
05-02-2021,Test,2021, England,Chennai,1,4,12,23,20,1,1,60.00,bowled,No
13-02-2021,Test,2021, England,Chennai,1,1,161,327,231,18,2,69.69,caught,No
13-02-2021,Test,2021, England,Chennai,1,3,26,91,70,2,1,37.14,stumped,No
24-02-2021,Test,2021, England,Ahmedabad,1,2,66,208,96,11,0,68.75,lbw,No
24-02-2021,Test,2021, England,Ahmedabad,1,4,25,26,25,3,1,100.00,not out,Yes
04-03-2021,Test,2021, England,Ahmedabad,2,2,49,235,144,7,0,34.02,lbw,No
16-03-2021,T20I,2021, England,Ahmedabad,1,1,15,22,17,2,0,88.23,caught,No
18-03-2021,T20I,2021, England,Ahmedabad,1,1,12,17,12,1,1,100.00,caught,No
20-03-2021,T20I,2021, England,Ahmedabad,1,1,64,42,34,4,5,188.23,bowled,No
23-03-2021,ODI,2021, England,Pune,1,1,28,79,42,4,0,66.66,caught,No
26-03-2021,ODI,2021, England,Pune,1,1,25,38,25,5,0,100.00,caught,No
28-03-2021,ODI,2021, England,Pune,1,1,37,71,37,6,0,100.00,bowled,No
18-06-2021,Test,2021, New Zealand,Southampton,1,1,34,88,68,6,0,50.00,caught,No
18-06-2021,Test,2021, New Zealand,Southampton,1,3,30,121,81,2,0,37.03,lbw,No
04-08-2021,Test,2021, England,Nottingham,1,2,36,175,107,6,0,33.64,caught,No
04-08-2021,Test,2021, England,Nottingham,2,4,12,0,34,0,0,35.29,not out,Yes
12-08-2021,Test,2021, England,Lord's,1,1,83,185,145,11,1,57.24,bowled,No
12-08-2021,Test,2021, England,Lord's,2,3,21,60,36,2,1,58.33,caught,No
25-08-2021,Test,2021, England,Leeds,1,1,19,172,105,1,0,18.09,caught,No
25-08-2021,Test,2021, England,Leeds,1,3,59,221,156,7,1,37.82,lbw,No
02-09-2021,Test,2021, England,The Oval,1,1,11,43,27,1,0,40.74,caught,No
02-09-2021,Test,2021, England,The Oval,1,3,127,353,256,14,1,49.60,caught,No
24-10-2021,T20I,2021, Pakistan,Dubai (DICS),2,1,0,6,1,0,0,0.00,lbw,No
31-10-2021,T20I,2021, New Zealand,Dubai (DICS),3,1,14,23,14,1,1,100.00,caught,No
03-11-2021,T20I,2021, Afghanistan,Abu Dhabi,2,1,74,78,47,8,3,157.44,caught,No
05-11-2021,T20I,2021, Scotland,Dubai (DICS),2,2,30,29,16,5,1,187.50,lbw,No
08-11-2021,T20I,2021, Namibia,Dubai (DICS),2,2,56,46,37,7,2,151.35,caught,No
17-11-2021,T20I,2021, New Zealand,Jaipur,2,2,48,63,36,5,2,133.33,caught,No
19-11-2021,T20I,2021, New Zealand,Ranchi,2,2,55,90,36,1,5,152.77,caught,No
21-11-2021,T20I,2021, New Zealand,Eden Gardens,1,1,56,60,31,5,3,180.64,caught,No
06-02-2022,ODI,2022, West Indies,Ahmedabad,1,2,60,60,51,10,1,117.64,lbw,No
09-02-2022,ODI,2022, West Indies,Ahmedabad,1,1,5,14,8,0,0,62.50,caught,No
11-02-2022,ODI,2022, West Indies,Ahmedabad,1,1,13,20,15,3,0,86.66,bowled,No
16-02-2022,T20I,2022, West Indies,Eden Gardens,1,2,40,37,19,4,3,210.52,caught,No
18-02-2022,T20I,2022, West Indies,Eden Gardens,1,1,19,39,18,2,1,105.55,caught,No
20-02-2022,T20I,2022, West Indies,Eden Gardens,4,1,7,25,15,0,0,46.66,bowled,No
24-02-2022,T20I,2022, Sri Lanka,Lucknow,1,1,44,58,32,2,1,137.50,bowled,No
26-02-2022,T20I,2022, Sri Lanka,Dharamsala,1,2,1,5,2,0,0,50.00,bowled,No
27-02-2022,T20I,2022, Sri Lanka,Dharamsala,2,2,5,8,9,1,0,55.55,caught,No
04-03-2022,Test,2022, Sri Lanka,Mohali,2,1,29,52,28,6,0,103.57,caught,No
12-03-2022,Test,2022, Sri Lanka,Bengaluru,2,1,15,51,25,1,1,60.00,caught,No
12-03-2022,Test,2022, Sri Lanka,Bengaluru,2,3,46,126,79,4,0,58.22,caught,No
07-07-2022,T20I,2022, England,Southampton,1,1,24,14,14,5,0,171.42,caught,No
09-07-2022,T20I,2022, England,Birmingham,1,1,31,26,20,3,2,155.00,caught,No
10-07-2022,T20I,2022, England,Nottingham,1,2,11,26,12,2,0,91.66,caught,No
12-07-2022,ODI,2022, England,The Oval,1,2,76,79,58,7,5,131.03,not out,Yes
14-07-2022,ODI,2022, England,Lord's,1,2,0,12,10,0,0,0.00,lbw,No
17-07-2022,ODI,2022, England,Manchester,1,2,17,22,17,4,0,100.00,caught,No
29-07-2022,T20I,2022, West Indies,Tarouba,1,1,64,77,44,7,2,145.45,caught,No
01-08-2022,T20I,2022, West Indies,Basseterre,1,1,0,2,1,0,0,0.00,caught,No
02-08-2022,T20I,2022, West Indies,Basseterre,1,2,11,7,5,1,1,220.00,retired notout,Yes
06-08-2022,T20I,2022, West Indies,Lauderhill,1,1,33,24,16,2,3,206.25,bowled,No
28-08-2022,T20I,2022, Pakistan,Dubai (DICS),1,2,12,44,18,0,1,66.66,caught,No
31-08-2022,T20I,2022, Hong Kong,Dubai (DICS),2,1,21,28,13,2,1,161.53,caught,No
04-09-2022,T20I,2022, Pakistan,Dubai (DICS),2,1,28,27,16,3,2,175.00,caught,No
06-09-2022,T20I,2022, Sri Lanka,Dubai (DICS),2,1,72,70,41,5,4,175.60,caught,No
20-09-2022,T20I,2022, Australia,Mohali,2,1,11,13,9,1,1,122.22,caught,No
23-09-2022,T20I,2022, Australia,Nagpur,2,2,46,0,20,4,4,230.00,not out,Yes
25-09-2022,T20I,2022, Australia,Hyderabad,2,2,17,19,14,2,1,121.42,caught,No
28-09-2022,T20I,2022, South Africa,Thiruvananthapuram,2,2,0,14,2,0,0,0.00,caught,No
02-10-2022,T20I,2022, South Africa,Guwahati,2,1,43,50,37,7,1,116.21,caught,No
04-10-2022,T20I,2022, South Africa,Indore,1,2,0,3,2,0,0,0.00,bowled,No
23-10-2022,T20I,2022, Pakistan,Melbourne,2,2,4,20,7,0,0,57.14,caught,No
27-10-2022,T20I,2022, Netherlands,Sydney,2,1,53,53,39,4,3,135.89,caught,No
30-10-2022,T20I,2022, South Africa,Perth,2,1,15,22,14,1,1,107.14,caught,No
02-11-2022,T20I,2022, Bangladesh,Adelaide,2,1,2,18,8,0,0,25.00,caught,No
06-11-2022,T20I,2022, Zimbabwe,Melbourne,2,1,15,20,13,2,0,115.38,caught,No
10-11-2022,T20I,2022, England,Adelaide,2,1,27,37,28,4,0,96.42,caught,No
04-12-2022,ODI,2022, Bangladesh,Mirpur,1,1,27,47,31,4,1,87.09,bowled,No
07-12-2022,ODI,2022, Bangladesh,Mirpur,9,2,51,40,28,3,5,182.14,not out,Yes
10-01-2023,ODI,2023, Sri Lanka,Guwahati,1,1,83,105,67,9,3,123.88,bowled,No
12-01-2023,ODI,2023, Sri Lanka,Eden Gardens,1,2,17,23,21,2,1,80.95,caught,No
15-01-2023,ODI,2023, Sri Lanka,Thiruvananthapuram,1,1,42,63,49,2,3,85.71,caught,No
18-01-2023,ODI,2023, New Zealand,Hyderabad,1,1,34,49,38,4,2,89.47,caught,No
21-01-2023,ODI,2023, New Zealand,Raipur,1,2,51,65,50,7,2,102.00,lbw,No
24-01-2023,ODI,2023, New Zealand,Indore,1,1,101,113,85,9,6,118.82,bowled,No
09-02-2023,Test,2023, Australia,Nagpur,1,2,120,344,212,15,2,56.60,bowled,No
17-02-2023,Test,2023, Australia,Delhi,1,2,32,95,69,2,0,46.37,bowled,No
17-02-2023,Test,2023, Australia,Delhi,1,4,31,31,20,3,2,155.00,run out,No
01-03-2023,Test,2023, Australia,Indore,1,1,12,27,23,3,0,52.17,stumped,No
01-03-2023,Test,2023, Australia,Indore,1,3,12,61,33,0,0,36.36,lbw,No
09-03-2023,Test,2023, Australia,Ahmedabad,1,2,35,92,58,3,1,60.34,caught,No
19-03-2023,ODI,2023, Australia,Visakhapatnam,1,1,13,24,15,2,0,86.66,caught,No
22-03-2023,ODI,2023, Australia,Chennai,1,2,30,44,17,2,2,176.47,caught,No
07-06-2023,Test,2023, Australia,The Oval,1,2,15,29,26,2,0,57.69,lbw,No
07-06-2023,Test,2023, Australia,The Oval,1,4,43,103,60,7,1,71.66,lbw,No
12-07-2023,Test,2023, West Indies,Roseau,2,2,103,303,221,10,2,46.60,caught,No
20-07-2023,Test,2023, West Indies,Port of Spain,2,1,80,180,143,9,2,55.94,bowled,No
20-07-2023,Test,2023, West Indies,Port of Spain,2,3,57,59,44,5,3,129.54,caught,No
27-07-2023,ODI,2023, West Indies,Bridgetown,7,2,12,17,19,2,0,63.15,not out,Yes
02-09-2023,ODI,2023, Pakistan,Pallekele,1,1,11,25,22,2,0,50.00,bowled,No
04-09-2023,ODI,2023, Nepal,Pallekele,1,2,74,87,59,6,5,125.42,not out,Yes
10-09-2023,ODI,2023, Pakistan,Colombo (RPS),1,1,56,77,49,6,4,114.28,caught,No
12-09-2023,ODI,2023, Sri Lanka,Colombo (RPS),1,1,53,73,48,7,2,110.41,bowled,No
15-09-2023,ODI,2023, Bangladesh,Colombo (RPS),1,2,0,3,2,0,0,0.00,caught,No
27-09-2023,ODI,2023, Australia,Rajkot,1,2,81,94,57,5,6,142.10,caught,No
08-10-2023,ODI,2023, Australia,Chennai,1,2,0,10,6,0,0,0.00,lbw,No
11-10-2023,ODI,2023, Afghanistan,Delhi,1,2,131,111,84,16,5,155.95,bowled,No
14-10-2023,ODI,2023, Pakistan,Ahmedabad,1,2,86,91,63,6,6,136.50,caught,No
19-10-2023,ODI,2023, Bangladesh,Pune,1,2,48,51,40,7,2,120.00,caught,No
22-10-2023,ODI,2023, New Zealand,Dharamsala,1,2,46,44,40,4,4,115.00,bowled,No
29-10-2023,ODI,2023, England,Lucknow,1,1,87,162,101,10,3,86.13,caught,No
02-11-2023,ODI,2023, Sri Lanka,Wankhede,1,1,4,2,2,1,0,200.00,bowled,No
05-11-2023,ODI,2023, South Africa,Eden Gardens,1,1,40,32,24,6,2,166.66,caught,No
12-11-2023,ODI,2023, Netherlands,Bengaluru,1,1,61,74,54,8,2,112.96,caught,No
15-11-2023,ODI,2023, New Zealand,Wankhede,1,1,47,40,29,4,4,162.06,caught,No
19-11-2023,ODI,2023, Australia,Ahmedabad,1,1,47,44,31,4,3,151.61,caught,No
26-12-2023,Test,2023, South Africa,Centurion,2,1,5,20,14,1,0,35.71,caught,No
26-12-2023,Test,2023, South Africa,Centurion,2,3,0,10,8,0,0,0.00,bowled,No
03-01-2024,Test,2024, South Africa,Cape Town,2,2,39,68,50,7,0,78.00,caught,No
03-01-2024,Test,2024, South Africa,Cape Town,2,4,16,57,22,2,0,72.72,not out,Yes
11-01-2024,T20I,2024, Afghanistan,Mohali,1,2,0,1,2,0,0,0.00,run out,No
14-01-2024,T20I,2024, Afghanistan,Indore,2,2,0,6,1,0,0,0.00,bowled,No
17-01-2024,T20I,2024, Afghanistan,Bengaluru,2,1,121,103,69,11,8,175.36,not out,Yes
25-01-2024,Test,2024, England,Hyderabad,2,2,24,53,27,3,0,88.88,caught,No
25-01-2024,Test,2024, England,Hyderabad,1,4,39,76,58,7,0,67.24,lbw,No
02-02-2024,Test,2024, England,Visakhapatnam,2,1,14,68,41,0,0,34.14,caught,No
02-02-2024,Test,2024, England,Visakhapatnam,2,3,13,28,21,3,0,61.90,bowled,No
15-02-2024,Test,2024, England,Rajkot,2,1,131,292,196,14,3,66.83,caught,No
15-02-2024,Test,2024, England,Rajkot,2,3,19,48,28,3,0,67.85,lbw,No
23-02-2024,Test,2024, England,Ranchi,2,2,2,11,9,0,0,22.22,caught,No
23-02-2024,Test,2024, England,Ranchi,1,4,55,99,81,5,1,67.90,caught,No
07-03-2024,Test,2024, England,Dharamsala,2,2,103,250,162,13,3,63.58,bowled,No
05-06-2024,T20I,2024, Ireland,New York,1,2,52,48,37,4,3,140.54,retired notout,Yes
09-06-2024,T20I,2024, Pakistan,New York,1,1,13,15,12,1,1,108.33,caught,No
12-06-2024,T20I,2024, U.S.A.,New York,1,2,3,12,6,0,0,50.00,caught,No
20-06-2024,T20I,2024, Afghanistan,Bridgetown,1,1,8,13,13,1,0,61.53,caught,No
22-06-2024,T20I,2024, Bangladesh,North Sound,1,1,23,14,11,3,1,209.09,caught,No
24-06-2024,T20I,2024, Australia,Gros Islet,1,1,92,59,41,7,8,224.39,bowled,No
27-06-2024,T20I,2024, England,Providence,1,1,57,57,39,6,2,146.15,bowled,No
29-06-2024,T20I,2024, South Africa,Bridgetown,1,1,9,7,5,2,0,180.00,caught,No
02-08-2024,ODI,2024, Sri Lanka,Colombo (RPS),1,2,58,55,47,7,3,123.40,lbw,No
04-08-2024,ODI,2024, Sri Lanka,Colombo (RPS),1,2,64,58,44,5,4,145.45,caught,No
07-08-2024,ODI,2024, Sri Lanka,Colombo (RPS),1,2,35,32,20,6,1,175.00,caught,No
19-09-2024,Test,2024, Bangladesh,Chennai,2,1,6,26,19,1,0,31.57,caught,No
19-09-2024,Test,2024, Bangladesh,Chennai,2,3,5,12,7,1,0,71.42,caught,No
27-09-2024,Test,2024, Bangladesh,Kanpur,2,2,23,23,11,1,3,209.09,bowled,No
27-09-2024,Test,2024, Bangladesh,Kanpur,1,4,8,8,7,1,0,114.28,caught,No
16-10-2024,Test,2024, New Zealand,Bengaluru,2,1,2,30,16,0,0,12.50,bowled,No
16-10-2024,Test,2024, New Zealand,Bengaluru,2,3,52,89,63,8,1,82.53,bowled,No
24-10-2024,Test,2024, New Zealand,Pune,2,2,0,12,9,0,0,0.00,bowled,No
24-10-2024,Test,2024, New Zealand,Pune,2,4,8,28,16,1,0,50.00,caught,No
01-11-2024,Test,2024, New Zealand,Wankhede,2,2,18,31,18,3,0,100.00,caught,No
01-11-2024,Test,2024, New Zealand,Wankhede,2,4,11,13,11,2,0,100.00,caught,No
06-12-2024,Test,2024, Australia,Adelaide,6,1,3,21,23,0,0,13.04,lbw,No
06-12-2024,Test,2024, Australia,Adelaide,6,3,6,20,15,1,0,40.00,bowled,No
14-12-2024,Test,2024, Australia,Brisbane,6,2,10,44,27,2,0,37.03,caught,No
26-12-2024,Test,2024, Australia,Melbourne,2,2,3,10,5,0,0,60.00,caught,No
26-12-2024,Test,2024, Australia,Melbourne,2,4,9,74,40,0,0,22.50,caught,No
06-02-2025,ODI,2025, England,Nagpur,2,2,2,25,7,0,0,28.57,caught,No
09-02-2025,ODI,2025, England,Cuttack,1,2,119,142,90,12,7,132.22,caught,No
12-02-2025,ODI,2025, England,Ahmedabad,1,1,1,5,2,0,0,50.00,caught,No
20-02-2025,ODI,2025, Bangladesh,Dubai (DICS),1,2,41,0,36,7,0,113.88,caught,No
23-02-2025,ODI,2025, Pakistan,Dubai (DICS),1,2,20,22,15,3,1,133.33,bowled,No
02-03-2025,ODI,2025, New Zealand,Dubai (DICS),1,1,15,24,17,1,1,88.23,caught,No
04-03-2025,ODI,2025, Australia,Dubai (DICS),1,2,28,33,29,3,1,96.55,lbw,No
09-03-2025,ODI,2025, New Zealand,Dubai (DICS),1,2,76,102,83,7,3,91.56,stumped,No
